review_rank,review_priority,review_reasons,audit_label,scope,lines_year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,normalized_non_dominant_share,unallocated_area_weight,cvap_total,non_dominant_cvap_exposure,unallocated_cvap_exposure,has_precinct_cvap,max_non_dominant_vote_exposure,top_vote_exposure_contest,max_2024_total_votes,max_2024_non_dominant_vote_exposure,top_2024_vote_exposure_contest,closest_2024_abs_margin_pct,closest_2024_margin_contest,max_2024_margin_sensitivity,top_2024_margin_sensitivity_contest,contests_reviewed
3028,low,close_2024_precinct_margin,state_house_2022,state_house,2022,FAYETTE - 002463,FAYETTE,002463,2,94:0.999993;99:0.000007,94,0.99999298,1.0,7.02e-06,0.0,2388.0,0.0168,0.0,True,0.0082,president_2020,709.0,0.005,president_2024,2.3977,president_2024,0.0046,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3029,low,review_if_needed,state_house_2022,state_house,2022,MADISON - 005668,MADISON,005668,2,73:0.999997;82:0.000003,73,0.99999656,1.0,3.44e-06,0.0,4815.0,0.0166,0.0,True,0.0093,president_2020,2565.0,0.0088,president_2024,37.8947,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3030,low,review_if_needed,state_senate_2022,state_senate,2022,MADISON - 005668,MADISON,005668,2,25:0.999997;24:0.000003,25,0.99999656,1.0,3.44e-06,0.0,4815.0,0.0166,0.0,True,0.0093,president_2020,2565.0,0.0088,president_2024,37.8947,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3031,low,review_if_needed,congressional_2026,congressional,2026,HARDEMAN - 003609,HARDEMAN,003609,2,9:0.999979;8:0.000021,9,0.99997907,1.0,2.093e-05,0.0,791.0,0.0166,0.0,True,0.0085,president_2024,404.0,0.0085,president_2024,78.6082,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3032,low,review_if_needed,congressional_2022,congressional,2022,BLEDSOE - 000305,BLEDSOE,000305,2,4:0.999956;6:0.000044,4,0.99995589,1.0,4.411e-05,0.0,375.0,0.0165,0.0,True,0.0091,president_2024,206.0,0.0091,president_2024,54.9505,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3033,low,review_if_needed,state_senate_2022,state_senate,2022,BLEDSOE - 000305,BLEDSOE,000305,2,10:0.999956;15:0.000044,10,0.99995589,1.0,4.411e-05,0.0,375.0,0.0165,0.0,True,0.0091,president_2024,206.0,0.0091,president_2024,54.9505,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3034,low,review_if_needed,state_house_2022,state_house,2022,STEWART - 008404,STEWART,008404,2,74:0.999991;75:0.000009,74,0.99999097,1.0,9.03e-06,0.0,1814.0,0.0164,0.0,True,0.0076,president_2020,827.0,0.0075,president_2024,59.3009,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3035,low,review_if_needed,state_senate_2022,state_senate,2022,STEWART - 008404,STEWART,008404,2,24:0.999991;22:0.000009,24,0.99999097,1.0,9.03e-06,0.0,1814.0,0.0164,0.0,True,0.0076,president_2020,827.0,0.0075,president_2024,59.3009,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3036,low,review_if_needed,state_senate_2022,state_senate,2022,HAMILTON - 003452,HAMILTON,003452,2,10:0.999963;11:0.000037,10,0.99996296,1.0,3.704e-05,0.0,441.0,0.0163,0.0,True,0.0241,president_2024,652.0,0.0241,president_2024,54.644,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3037,low,review_if_needed,state_house_2022,state_house,2022,PERRY - 006957,PERRY,006957,2,72:0.999936;69:0.000064,72,0.9999358,1.0,6.42e-05,0.0,252.0,0.0162,0.0,True,0.011,president_2024,171.0,0.011,president_2024,68.9873,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3038,low,review_if_needed,state_senate_2022,state_senate,2022,PERRY - 006957,PERRY,006957,2,25:0.999936;23:0.000064,25,0.9999358,1.0,6.42e-05,0.0,252.0,0.0162,0.0,True,0.011,president_2024,171.0,0.011,president_2024,68.9873,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3039,low,review_if_needed,state_house_2022,state_house,2022,MONROE - 006352,MONROE,006352,2,21:0.999995;23:0.000005,21,0.99999467,1.0,5.33e-06,0.0,3040.0,0.0162,0.0,True,0.0085,president_2024,1596.0,0.0085,president_2024,46.0903,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3040,low,review_if_needed,state_senate_2022,state_senate,2022,MONROE - 006352,MONROE,006352,2,2:0.999995;1:0.000005,2,0.99999467,1.0,5.33e-06,0.0,3040.0,0.0162,0.0,True,0.0085,president_2024,1596.0,0.0085,president_2024,46.0903,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3041,low,review_if_needed,congressional_2022,congressional,2022,CANNON - 000706,CANNON,000706,2,6:0.999981;4:0.000019,6,0.99998073,1.0,1.927e-05,0.0,825.0,0.0159,0.0,True,0.0107,president_2024,555.0,0.0107,president_2024,60.3604,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3042,low,review_if_needed,congressional_2022,congressional,2022,MORGAN - 006652,MORGAN,006652,2,3:0.999991;6:0.000009,3,0.99999083,1.0,9.17e-06,0.0,1729.0,0.0159,0.0,True,0.0089,president_2024,974.0,0.0089,president_2024,79.3965,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3043,low,review_if_needed,state_senate_2022,state_senate,2022,MORGAN - 006652,MORGAN,006652,2,12:0.999991;15:0.000009,12,0.99999083,1.0,9.17e-06,0.0,1729.0,0.0159,0.0,True,0.0089,president_2024,974.0,0.0089,president_2024,79.3965,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3044,low,review_if_needed,congressional_2026,congressional,2026,PERRY - 006957,PERRY,006957,2,8:0.999938;5:0.000062,8,0.99993782,1.0,6.218e-05,0.0,252.0,0.0157,0.0,True,0.0106,president_2024,171.0,0.0106,president_2024,68.9873,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3045,low,review_if_needed,state_senate_2022,state_senate,2022,HAMILTON - 003354,HAMILTON,003354,2,11:0.999951;10:0.000049,11,0.99995104,1.0,4.896e-05,0.0,313.0,0.0153,0.0,True,0.0808,president_2024,1650.0,0.0808,president_2024,32.5455,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3046,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003390,HAMILTON,003390,2,28:0.999991;30:0.000009,28,0.99999086,1.0,9.14e-06,0.0,1650.0,0.0151,0.0,True,0.0087,president_2024,952.0,0.0087,president_2024,69.4624,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3047,low,review_if_needed,congressional_2026,congressional,2026,ANDERSON - 000020,ANDERSON,000020,2,3:0.999995;6:0.000005,3,0.99999496,1.0,5.04e-06,0.0,3007.0,0.0151,0.0,True,0.0079,president_2024,1577.0,0.0079,president_2024,51.3583,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3048,low,review_if_needed,congressional_2026,congressional,2026,STEWART - 008407,STEWART,008407,2,5:0.999990;7:0.000010,5,0.99999003,1.0,9.97e-06,0.0,1502.0,0.015,0.0,True,0.0095,president_2024,952.0,0.0095,president_2024,64.7374,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3049,low,review_if_needed,state_senate_2022,state_senate,2022,WILSON - 009805,WILSON,009805,2,17:0.999979;18:0.000021,17,0.99997921,1.0,2.079e-05,0.0,717.0,0.0149,0.0,True,0.0276,president_2024,1328.0,0.0276,president_2024,59.0,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3050,low,review_if_needed,congressional_2022,congressional,2022,SHELBY - 008065,SHELBY,008065,2,8:0.999993;9:0.000007,8,0.99999286,1.0,7.14e-06,0.0,2092.0,0.0149,0.0,True,0.0409,governor_2022,3394.0,0.0242,president_2024,39.2457,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3051,low,review_if_needed,state_house_2022,state_house,2022,FAYETTE - 002460,FAYETTE,002460,2,94:0.999990;80:0.000010,94,0.99999005,1.0,9.95e-06,0.0,1481.0,0.0147,0.0,True,0.0095,president_2020,633.0,0.0063,president_2024,57.9779,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3052,low,review_if_needed,state_house_2022,state_house,2022,POLK - 007160,POLK,007160,2,22:0.999954;23:0.000046,22,0.99995402,1.0,4.598e-05,0.0,311.0,0.0143,0.0,True,0.0102,president_2020,205.0,0.0094,president_2024,67.6471,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3053,low,review_if_needed,congressional_2022,congressional,2022,DECATUR - 002059,DECATUR,002059,2,7:0.999982;8:0.000018,7,0.99998211,1.0,1.789e-05,0.0,800.0,0.0143,0.0,True,0.0105,president_2020,459.0,0.0082,president_2024,74.382,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3054,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008159,SHELBY,008159,2,33:0.999998;31:0.000002,33,0.99999769,1.0,2.31e-06,0.0,6193.0,0.0143,0.0,True,0.0058,president_2024,2528.0,0.0058,president_2024,11.1022,us_senate_2024,0.0037,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3055,low,review_if_needed,state_senate_2022,state_senate,2022,WARREN - 009221,WARREN,009221,2,16:0.999989;14:0.000011,16,0.99998943,1.0,1.057e-05,0.0,1342.0,0.0142,0.0,True,0.0071,president_2024,670.0,0.0071,president_2024,53.4351,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3056,low,review_if_needed,congressional_2022,congressional,2022,DECATUR - 002053,DECATUR,002053,2,7:0.999981;8:0.000019,7,0.99998128,1.0,1.872e-05,0.0,748.0,0.014,0.0,True,0.0114,president_2020,485.0,0.0091,president_2024,65.9794,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3057,low,review_if_needed,congressional_2026,congressional,2026,MONTGOMERY - 006460,MONTGOMERY,006460,2,7:0.999997;5:0.000003,7,0.99999656,1.0,3.44e-06,0.0,4060.0,0.014,0.0,True,0.0094,president_2020,2182.0,0.0075,president_2024,51.2103,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3058,low,close_2024_precinct_margin,state_house_2022,state_house,2022,DAVIDSON - 001874,DAVIDSON,001874,2,52:0.999984;55:0.000016,52,0.99998394,1.0,1.606e-05,0.0,847.0,0.0136,0.0,True,0.0258,president_2024,1609.0,0.0258,president_2024,5.1997,us_senate_2024,0.021,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3059,low,review_if_needed,congressional_2022,congressional,2022,CLAIBORNE - 001214,CLAIBORNE,001214,2,2:0.999962;1:0.000038,2,0.99996153,1.0,3.847e-05,0.0,352.0,0.0135,0.0,True,0.0265,president_2024,688.0,0.0265,president_2024,70.9581,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3060,low,review_if_needed,congressional_2026,congressional,2026,DYER - 002352,DYER,002352,2,5:0.999990;8:0.000010,5,0.99998955,1.0,1.045e-05,0.0,1280.0,0.0134,0.0,True,0.0078,president_2020,699.0,0.0073,president_2024,75.4123,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3061,low,multiway_split,state_house_2022,state_house,2022,WILLIAMSON - 009703,WILLIAMSON,009703,3,65:0.999992;71:0.000005;69:0.000003,65,0.99999243,1.0,7.57e-06,0.0,1728.0,0.0131,0.0,True,0.0183,president_2024,2421.0,0.0183,president_2024,38.7298,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3062,low,multiway_split,state_senate_2022,state_senate,2022,WILLIAMSON - 009703,WILLIAMSON,009703,3,27:0.999992;28:0.000005;23:0.000003,27,0.99999243,1.0,7.57e-06,0.0,1728.0,0.0131,0.0,True,0.0183,president_2024,2421.0,0.0183,president_2024,38.7298,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3063,low,review_if_needed,congressional_2022,congressional,2022,BLEDSOE - 000310,BLEDSOE,000310,2,4:0.999967;6:0.000033,4,0.99996652,1.0,3.348e-05,0.0,385.0,0.0129,0.0,True,0.0101,president_2020,86.0,0.0029,president_2024,79.0698,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3064,low,review_if_needed,state_house_2022,state_house,2022,BLEDSOE - 000310,BLEDSOE,000310,2,31:0.999967;25:0.000033,31,0.99996652,1.0,3.348e-05,0.0,385.0,0.0129,0.0,True,0.0101,president_2020,86.0,0.0029,president_2024,79.0698,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3065,low,review_if_needed,state_senate_2022,state_senate,2022,BLEDSOE - 000310,BLEDSOE,000310,2,10:0.999967;15:0.000033,10,0.99996652,1.0,3.348e-05,0.0,385.0,0.0129,0.0,True,0.0101,president_2020,86.0,0.0029,president_2024,79.0698,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3066,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,HAYWOOD - 003912,HAYWOOD,003912,2,26:0.999989;25:0.000011,26,0.99998873,1.0,1.127e-05,0.0,1136.0,0.0128,0.0,True,0.0088,president_2020,699.0,0.0079,president_2024,1.2876,president_2024,0.0076,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3067,low,review_if_needed,congressional_2022,congressional,2022,DEKALB - 002165,DEKALB,002165,2,6:0.999983;4:0.000017,6,0.99998298,1.0,1.702e-05,0.0,742.0,0.0126,0.0,True,0.0086,president_2024,505.0,0.0086,president_2024,75.0495,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3068,low,review_if_needed,state_senate_2022,state_senate,2022,HAWKINS - 003812,HAWKINS,003812,2,4:0.999990;8:0.000010,4,0.99999037,1.0,9.63e-06,0.0,1289.0,0.0124,0.0,True,0.0077,president_2024,799.0,0.0077,president_2024,78.5982,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3069,low,review_if_needed,state_senate_2022,state_senate,2022,MADISON - 005658,MADISON,005658,2,25:0.999990;26:0.000010,25,0.99998983,1.0,1.017e-05,0.0,1205.0,0.0123,0.0,True,0.0128,president_2024,1255.0,0.0128,president_2024,35.6175,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3070,low,review_if_needed,state_house_2022,state_house,2022,CLAY - 001303,CLAY,001303,2,38:0.999953;40:0.000011,38,0.99995298,0.99996368,1.071e-05,3.632e-05,1149.0,0.0123,0.0417,True,0.0074,president_2020,409.0,0.0044,president_2024,60.0509,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3071,low,review_if_needed,state_senate_2022,state_senate,2022,CLAY - 001303,CLAY,001303,2,12:0.999953;15:0.000011,12,0.99995298,0.99996368,1.071e-05,3.632e-05,1149.0,0.0123,0.0417,True,0.0074,president_2020,409.0,0.0044,president_2024,60.0509,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3072,low,review_if_needed,state_house_2022,state_house,2022,TROUSDALE - 008808,TROUSDALE,008808,2,35:0.999977;38:0.000023,35,0.99997717,1.0,2.283e-05,0.0,533.0,0.0122,0.0,True,0.0089,president_2024,389.0,0.0089,president_2024,47.5578,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3073,low,review_if_needed,state_senate_2022,state_senate,2022,TROUSDALE - 008808,TROUSDALE,008808,2,18:0.999977;12:0.000023,18,0.99997717,1.0,2.283e-05,0.0,533.0,0.0122,0.0,True,0.0089,president_2024,389.0,0.0089,president_2024,47.5578,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3074,low,review_if_needed,congressional_2026,congressional,2026,DECATUR - 002059,DECATUR,002059,2,8:0.999985;5:0.000015,8,0.99998475,1.0,1.525e-05,0.0,800.0,0.0122,0.0,True,0.009,president_2020,459.0,0.007,president_2024,74.382,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3075,low,review_if_needed,state_house_2022,state_house,2022,WASHINGTON - 009309,WASHINGTON,009309,2,7:0.999996;6:0.000004,7,0.99999564,1.0,4.36e-06,0.0,2804.0,0.0122,0.0,True,0.0074,president_2020,1251.0,0.0055,president_2024,51.9584,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3076,low,review_if_needed,congressional_2022,congressional,2022,HICKMAN - 004206,HICKMAN,004206,2,7:0.999986;5:0.000014,7,0.99998563,1.0,1.437e-05,0.0,845.0,0.0121,0.0,True,0.022,president_2024,1533.0,0.022,president_2024,61.377,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3077,low,review_if_needed,state_house_2022,state_house,2022,HICKMAN - 004206,HICKMAN,004206,2,69:0.999986;71:0.000014,69,0.99998563,1.0,1.437e-05,0.0,845.0,0.0121,0.0,True,0.022,president_2024,1533.0,0.022,president_2024,61.377,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3078,low,review_if_needed,state_senate_2022,state_senate,2022,HICKMAN - 004206,HICKMAN,004206,2,23:0.999986;28:0.000014,23,0.99998563,1.0,1.437e-05,0.0,845.0,0.0121,0.0,True,0.022,president_2024,1533.0,0.022,president_2024,61.377,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3079,low,review_if_needed,state_house_2022,state_house,2022,MADISON - 005679,MADISON,005679,2,73:0.999977;80:0.000023,73,0.99997742,1.0,2.258e-05,0.0,518.0,0.0117,0.0,True,0.0387,president_2024,1713.0,0.0387,president_2024,34.676,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3080,low,review_if_needed,congressional_2022,congressional,2022,CUMBERLAND - 001713,CUMBERLAND,001713,2,6:0.999992;4:0.000008,6,0.99999158,1.0,8.42e-06,0.0,1350.0,0.0114,0.0,True,0.0091,president_2024,1079.0,0.0091,president_2024,61.941,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3081,low,review_if_needed,state_house_2022,state_house,2022,CUMBERLAND - 001713,CUMBERLAND,001713,2,25:0.999992;31:0.000008,25,0.99999158,1.0,8.42e-06,0.0,1350.0,0.0114,0.0,True,0.0091,president_2024,1079.0,0.0091,president_2024,61.941,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3082,low,review_if_needed,state_senate_2022,state_senate,2022,CUMBERLAND - 001713,CUMBERLAND,001713,2,15:0.999992;10:0.000008,15,0.99999158,1.0,8.42e-06,0.0,1350.0,0.0114,0.0,True,0.0091,president_2024,1079.0,0.0091,president_2024,61.941,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3083,low,review_if_needed,congressional_2022,congressional,2022,LAWRENCE - 005174,LAWRENCE,005174,2,4:0.999981;5:0.000019,4,0.99998091,1.0,1.909e-05,0.0,570.0,0.0109,0.0,True,0.0183,president_2024,958.0,0.0183,president_2024,54.4276,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3084,low,review_if_needed,state_house_2022,state_house,2022,LAWRENCE - 005174,LAWRENCE,005174,2,71:0.999981;69:0.000019,71,0.99998091,1.0,1.909e-05,0.0,570.0,0.0109,0.0,True,0.0183,president_2024,958.0,0.0183,president_2024,54.4276,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3085,low,review_if_needed,state_senate_2022,state_senate,2022,LAWRENCE - 005174,LAWRENCE,005174,2,26:0.999981;28:0.000019,26,0.99998091,1.0,1.909e-05,0.0,570.0,0.0109,0.0,True,0.0183,president_2024,958.0,0.0183,president_2024,54.4276,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3086,low,review_if_needed,state_senate_2022,state_senate,2022,RHEA - 007356,RHEA,007356,2,1:0.999995;10:0.000005,1,0.99999544,1.0,4.56e-06,0.0,2362.0,0.0108,0.0,True,0.0072,president_2024,1571.0,0.0072,president_2024,67.8408,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3087,low,review_if_needed,state_senate_2022,state_senate,2022,TIPTON - 008701,TIPTON,008701,2,32:0.999998;29:0.000002,32,0.99999799,1.0,2.01e-06,0.0,5306.0,0.0107,0.0,True,0.0059,president_2020,2875.0,0.0058,president_2024,44.9394,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3088,low,review_if_needed,congressional_2022,congressional,2022,WAYNE - 009405,WAYNE,009405,2,7:0.999985;8:0.000015,7,0.99998464,1.0,1.536e-05,0.0,690.0,0.0106,0.0,True,0.0076,president_2024,498.0,0.0076,president_2024,72.5367,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3089,low,multiway_split,state_senate_2022,state_senate,2022,CANNON - 000702,CANNON,000702,3,14:0.999978;17:0.000018;16:0.000005,14,0.99997774,1.0,2.226e-05,0.0,474.0,0.0105,0.0,True,0.0053,president_2020,233.0,0.0052,president_2024,54.6256,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3090,low,review_if_needed,congressional_2022,congressional,2022,RUTHERFORD - 007651,RUTHERFORD,007651,2,4:0.999999;5:0.000001,4,0.99999889,1.0,1.11e-06,0.0,9455.0,0.0105,0.0,True,0.0053,president_2020,3445.0,0.0038,president_2024,17.2134,president_2024,0.0016,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3091,low,review_if_needed,state_senate_2022,state_senate,2022,RUTHERFORD - 007651,RUTHERFORD,007651,2,14:0.999999;17:0.000001,14,0.99999889,1.0,1.11e-06,0.0,9455.0,0.0105,0.0,True,0.0053,president_2020,3445.0,0.0038,president_2024,17.2134,president_2024,0.0016,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3092,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001872,DAVIDSON,001872,2,52:0.999956;51:0.000044,52,0.99995564,1.0,4.436e-05,0.0,234.0,0.0104,0.0,True,0.1107,president_2024,2495.0,0.1107,president_2024,21.7635,president_2024,0.0304,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3093,low,review_if_needed,state_senate_2022,state_senate,2022,RHEA - 007355,RHEA,007355,2,1:0.999991;10:0.000009,1,0.99999086,1.0,9.14e-06,0.0,1136.0,0.0104,0.0,True,0.0087,president_2024,957.0,0.0087,president_2024,71.0779,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3094,low,review_if_needed,state_senate_2022,state_senate,2022,POLK - 007157,POLK,007157,2,2:0.999994;1:0.000006,2,0.99999361,1.0,6.39e-06,0.0,1624.0,0.0104,0.0,True,0.0175,president_2020,1277.0,0.0082,president_2024,63.3679,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3095,low,review_if_needed,congressional_2022,congressional,2022,WAYNE - 009407,WAYNE,009407,2,7:0.999990;4:0.000010,7,0.9999898,1.0,1.02e-05,0.0,1022.0,0.0104,0.0,True,0.0065,president_2020,447.0,0.0046,president_2024,67.3709,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3096,low,review_if_needed,congressional_2022,congressional,2022,RUTHERFORD - 007653,RUTHERFORD,007653,2,4:0.999998;5:0.000002,4,0.99999797,1.0,2.03e-06,0.0,5095.0,0.0104,0.0,True,0.0072,president_2020,1805.0,0.0037,president_2024,38.9077,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3097,low,review_if_needed,state_house_2022,state_house,2022,HARDEMAN - 003608,HARDEMAN,003608,2,80:0.999991;73:0.000009,80,0.99999125,1.0,8.75e-06,0.0,1183.0,0.0103,0.0,True,0.0059,president_2020,576.0,0.005,president_2024,48.6111,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3098,low,review_if_needed,congressional_2022,congressional,2022,HAMILTON - 003359,HAMILTON,003359,2,3:0.999990;4:0.000010,3,0.99999008,1.0,9.92e-06,0.0,1039.0,0.0103,0.0,True,0.0044,president_2020,42.0,0.0004,president_2024,66.6667,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3099,low,review_if_needed,state_senate_2022,state_senate,2022,HAMILTON - 003359,HAMILTON,003359,2,11:0.999990;10:0.000010,11,0.99999008,1.0,9.92e-06,0.0,1039.0,0.0103,0.0,True,0.0044,president_2020,42.0,0.0004,president_2024,66.6667,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3100,low,review_if_needed,state_senate_2022,state_senate,2022,LINCOLN - 000004,LINCOLN,000004,2,16:0.999993;28:0.000007,16,0.99999275,1.0,7.25e-06,0.0,1389.0,0.0101,0.0,True,0.0066,president_2024,905.0,0.0066,president_2024,71.2707,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3101,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001857,DAVIDSON,001857,2,60:0.999997;57:0.000003,60,0.99999651,1.0,3.49e-06,0.0,2901.0,0.0101,0.0,True,0.0065,president_2020,133.0,0.0005,president_2024,22.0472,us_senate_2024,0.0001,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3102,low,review_if_needed,state_senate_2022,state_senate,2022,HENDERSON - 004015,HENDERSON,004015,2,25:0.999991;26:0.000009,25,0.99999079,1.0,9.21e-06,0.0,1086.0,0.01,0.0,True,0.0043,president_2020,426.0,0.0039,president_2024,88.6525,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3103,low,multiway_split,state_house_2022,state_house,2022,WAYNE - 009409,WAYNE,009409,3,71:0.999991;72:0.000009;69:0.000000,71,0.99999076,1.0,9.24e-06,0.0,1069.0,0.0099,0.0,True,0.0043,president_2020,289.0,0.0027,president_2024,77.7778,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
3104,low,multiway_split,state_senate_2022,state_senate,2022,WAYNE - 009409,WAYNE,009409,3,26:0.999991;25:0.000009;28:0.000000,26,0.99999076,1.0,9.24e-06,0.0,1069.0,0.0099,0.0,True,0.0043,president_2020,289.0,0.0027,president_2024,77.7778,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
